Entered by?,"Animal ID (RS, CL)",Animal ID,WLHID,"Herd (RS, CL)",Herd,"Sex (F, M)",Age.when.collard,Date entry,Date exit,Suspected Mortality Date,Outcome,Cause,mortality.loc.easting,mortality.loc.northing,Comment,MonitoringDays,,
,81,81,NA,Wells Gray South,Wells Gray South,F,Adult,1997/05/09,2005/09/06,NA,Censored,NA,,,BM: Duplicate of Heiko Wittmer's ID_6 in WGS. ID_6 was listed as censored on 2003/12/9 in Heiko Wittmer's data.,3042,,
,82,82,NA,Wells Gray South,Wells Gray South,F,Adult,1997/05/09,2001/02/13,NA,Censored,NA,,,BM: Duplicate of Heiko Wittmer's ID_11 in WGS,1376,,
,79,79,NA,Wells Gray South,Wells Gray South,F,Adult,1997/05/08,2001/06/02,2001/06/12,Mortality,Grizzly,,,BM: Duplicate of Heiko Wittmer's ID_4 in WGS,1486,,
,80,80,NA,Wells Gray South,Wells Gray South,F,Adult,1997/05/08,2000/02/05,NA,Censored,NA,,,BM: Duplicate of Heiko Wittmer's ID_10 in WGS,1003,,
,78,78,NA,Wells Gray South,Wells Gray South,F,Adult,1997/05/07,2000/09/15,NA,Censored,NA,,,BM: Duplicate of Heiko Wittmer's ID_13 in WGS,1227,,
CL-from SMcNay,CN042Wa,CN042Wa,NA,Wolverine,Wolverine,F,Adult,1997/04/25,2004/12/24,2004/12/24,Mortality,PRED,,,,2800,,
CL-from SMcNay,CN036Wa,CN036Wa,NA,Wolverine,Wolverine,F,Adult,1997/04/25,1998/03/23,NA,Censored,FADE,,,,332,,
CL-from SMcNay,CN810Wa,CN810Wa,NA,Wolverine,Wolverine,F,Adult,1997/04/25,1997/11/04,NA,Censored,FADE,,,,193,,
CL-from SMcNay,CN814Wa,CN814Wa,NA,Wolverine,Wolverine,F,Adult,1997/04/25,1997/09/03,NA,Censored,FADE,,,,131,,
BM from Heiko Wittmer,ID_41,ID_41,NA,Purcells Central,Purcells Central,M,Adult,1997/04/22,1998/09/30,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",526,,
BM from Heiko Wittmer,ID_46,ID_46,NA,Purcells South,Purcells South,M,Adult,1997/04/22,1997/08/30,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",130,,
BM from Heiko Wittmer,ID_33,ID_33,NA,Purcells South,Purcells South,M,Adult,1997/04/21,1999/02/12,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",662,,
BM from Heiko Wittmer,ID_36,ID_36,NA,Purcells South,Purcells South,M,Adult,1997/04/21,1997/12/15,1997/12/15,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",238,,
BM from Heiko Wittmer,ID_39,ID_39,NA,Purcells South,Purcells South,F,Adult,1997/04/21,1997/10/13,1997/10/13,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",175,,
BM from Heiko Wittmer,ID_34,ID_34,NA,Purcells South,Purcells South,F,Adult,1997/04/21,1997/06/05,1997/06/05,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",45,,
,77,77,NA,Wells Gray South,Wells Gray South,M,Adult,1997/04/02,1998/02/09,1998/03/19,Mortality,Unknown,,,BM: Duplicate of Heiko Wittmer's ID_23 in WGS,313,,
,76,76,NA,Wells Gray South,Wells Gray South,F,Adult,1997/04/02,1997/08/11,NA,Censored,NA,,,BM: Duplicate of Heiko Wittmer's ID_21 in WGS,131,,
,73,73,NA,Wells Gray South,Wells Gray South,F,Adult,1997/04/01,2003/08/22,2003/08/30,Mortality,Cougar,,,BM: Duplicate of Heiko Wittmer's ID_15 in WGS,2334,,
,71,71,NA,Wells Gray South,Wells Gray South,M,Adult,1997/04/01,1999/09/21,1999/09/21,Mortality,Research,,,BM: Duplicate of Heiko Wittmer's ID_8 in WGS,903,,
,74,74,NA,Wells Gray South,Wells Gray South,F,Adult,1997/04/01,1999/02/27,2000/09/15,Mortality,Maybe not mort,,,BM: Duplicate of Heiko Wittmer's ID_16 in WGS,697,,
,72,72,NA,Wells Gray South,Wells Gray South,F,Adult,1997/04/01,1998/12/16,1999/03/03,Mortality,Unknown,,,BM: Duplicate of Heiko Wittmer's ID_12 in WGS,624,,
,75,75,NA,Wells Gray South,Wells Gray South,F,Adult,1997/04/01,1998/09/30,NA,Censored,NA,,,BM: Duplicate of Heiko Wittmer's ID_22 in WGS,547,,
,70,70,NA,Wells Gray South,Wells Gray South,F,Adult,1997/04/01,1997/08/26,1997/09/10,Mortality,Unknown,,,BM: Duplicate of Heiko Wittmer's ID_7 in WGS,147,,
BM from Heiko Wittmer,ID_19,ID_19,NA,Nakusp,Central Selkirks,F,Adult,1997/03/24,2001/01/08,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",1386,,
BM,ID_21,ID_21,NA,Duncan,Central Selkirks,F,Adult,1997/03/24,2000/07/31,NA,Censored,NA,,,"Central Selkirks, not classified as Nakusp, so I'm calling it Duncan per Rob's instructions",1225,,
BM from Heiko Wittmer,ID_25,ID_25,NA,Nakusp,Central Selkirks,F,Adult,1997/03/24,1999/08/20,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",879,,
BM from Heiko Wittmer,ID_24,ID_24,NA,Nakusp,Central Selkirks,F,Adult,1997/03/24,1999/07/26,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",854,,
BM from Heiko Wittmer,ID_30,ID_30,NA,Purcells Central,Purcells Central,M,Adult,1997/03/24,1999/01/15,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",662,,
BM from Heiko Wittmer,ID_23,ID_23,NA,Nakusp,Central Selkirks,M,Adult,1997/03/24,1998/04/18,1998/04/18,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",390,,
BM,ID_20,ID_20,NA,Duncan,Central Selkirks,F,Adult,1997/03/24,1998/01/08,1998/01/08,Mortality,NA,,,"Central Selkirks, not classified as Nakusp, so I'm calling it Duncan per Rob's instructions",290,,
BM from Heiko Wittmer,ID_22,ID_22,NA,Nakusp,Central Selkirks,F,Adult,1997/03/24,1997/07/03,1997/07/03,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",101,,
BM from Heiko Wittmer,ID_32,ID_32,NA,Purcells Central,Purcells Central,M,Adult,1997/03/24,1997/06/29,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",97,,
K. Cornhill,42,42,NA,Wells Gray North,Wells Gray North,F,Adult,1997/03/15,2001/08/22,2001/08/22,Mortality,Unknown,,,BM: Duplicate of Heiko Wittmer's ID_42 in WGN. ID_42 was listed as censored on 2001/8/15 in Heiko Wittmer's data.,1621,,
K. Cornhill,41,41,NA,Wells Gray North,Wells Gray North,F,Adult,1997/03/15,2000/10/01,2000/10/01,Mortality,Unknown,,,"mid point choosen // BM: Duplicate of Heiko Wittmer's ID_41 in WGN. ID_41 was listed as censored on 2000/5/26 in Heiko Wittmer's data. Note that although Heiko Wittmer did classify ID_41 as a Wells Gray North caribou, 70% of the 95%-kernel-density of this caribou's range is in Wells Gray South.",1296,,
K. Cornhill,43,43,NA,Wells Gray North,Wells Gray North,F,Adult,1997/03/15,1999/02/20,1999/02/20,Mortality,Avalanche,,,BM: Duplicate of Heiko Wittmer's ID_43 in WGN,707,,
K. Cornhill,38,38,NA,Wells Gray North,Wells Gray North,F,Adult,1997/03/15,1999/01/06,1999/01/06,Mortality,Possible predation,,,BM: Duplicate of Heiko Wittmer's ID_38 in WGN,662,,
K. Cornhill,40,40,NA,Wells Gray North,Wells Gray North,F,Adult,1997/03/15,1999/01/02,1999/01/02,Mortality,Wolf predation,,,"BM: Very likely duplicate of Heiko Wittmer's ID_40 in WGN; however, ID_40 was listed as a mortality on 1999/1/12 (11 days difference).",658,,
K. Cornhill,39,39,NA,Wells Gray North,Wells Gray North,F,Adult,1997/03/15,1997/09/10,1997/09/10,Mortality,Possible predation,,,BM: Duplicate of Heiko Wittmer's ID_39 in WGN,179,,
K. Cornhill,37,37,NA,Barkerville,Barkerville,F,Adult,1997/03/14,2006/02/07,NA,Censored,NA,,,"2006-02-06 last seen, end of study",3252,,
K. Cornhill,35,35,NA,Barkerville,Barkerville,F,Adult,1997/03/14,2004/03/18,NA,Censored,NA,,,2004-03-17 last seen,2561,,
K. Cornhill,36,36,NA,Barkerville,Barkerville,F,Adult,1997/03/14,2001/06/18,2001/06/18,Mortality,Unknown,,,,1557,,
Rob S,68,68,NA,Columbia North,Columbia North,F,Adult,1997/03/11,1998/04/01,1998/04/01,Mortality,Wolverine,,,,386,,
Rob S,69,69,NA,Columbia North,Columbia North,F,Adult,1997/03/11,1997/03/11,NA,Censored,NA,,,,0,,
Rob S,67,67,NA,Columbia North,Columbia North,F,Adult,1997/03/07,2003/01/15,2003/01/15,Mortality,Unknown - non-predation,,,,2140,,
Rob S,63,63,NA,Columbia North,Columbia North,F,Adult,1997/03/07,2000/10/19,2000/10/19,Mortality,Maybe not mort,,,,1322,,
Rob S,61,61,NA,Columbia North,Columbia North,F,Adult,1997/03/07,2000/10/12,NA,Censored,NA,,,,1315,,
Rob S,62,62,NA,Columbia North,Columbia North,F,Adult,1997/03/07,2000/01/20,2000/01/20,Mortality,Maybe not mort,,,,1049,,
Rob S,58,58,NA,Columbia North,Columbia North,F,Adult,1997/03/07,1999/06/03,NA,Censored,NA,,,,818,,
Rob S,60,60,NA,Columbia North,Columbia North,M,Adult,1997/03/07,1999/06/03,NA,Censored,NA,,,,818,,
Rob S,59,59,NA,Central Rockies,Central Rockies,M,Adult,1997/03/07,1999/05/23,NA,Censored,NA,,,,807,,
Rob S,66,66,NA,Central Rockies,Central Rockies,F,Adult,1997/03/07,1999/05/23,NA,Censored,NA,,,,807,,
Rob S,65,65,NA,Columbia North,Columbia North,F,Adult,1997/03/07,1999/05/23,NA,Censored,NA,,,,807,,
Rob S,64,64,NA,Columbia North,Columbia North,F,Adult,1997/03/07,1997/08/10,1997/08/10,Mortality,Bear,,,,156,,
,54,54,NA,Wells Gray South,Wells Gray South,F,Adult,1997/03/04,2004/07/23,NA,Censored,NA,,,BM: Very likely duplicate of Heiko Wittmer's ID_2 in WGS. ID_2 was listed as censored on 2004/8/31 when Heiko Wittmer's study ended. This is strange because the data point in this survival sheet that almost exactly matches has it censored earlier in 2004.,2698,,
,56,56,NA,Wells Gray South,Wells Gray South,F,Adult,1997/03/04,2004/05/20,2004/05/24,Mortality,Wolverine,,,BM: Duplicate of Heiko Wittmer's ID_17 in WGS,2634,,
,55,55,NA,Wells Gray South,Wells Gray South,F,Adult,1997/03/04,2002/11/11,2002/11/23,Mortality,Bear,,,BM: Duplicate of Heiko Wittmer's ID_14 in WGS,2078,,
,57,57,NA,Wells Gray South,Wells Gray South,F,Adult,1997/03/04,2001/02/04,2001/02/14,Mortality,Unknown,,,"BM: Very likely duplicate of Heiko Wittmer's ID_24 in WGS; however, ID_24 was listed as a mortality on 2001/2/5 (1 day difference).",1433,,
CL-from SMcNay,CN802Wa,CN802Wa,NA,Wolverine,Wolverine,F,Adult,1997/02/23,1997/03/26,NA,Censored,FADE,,,,31,,
CL-from SMcNay,CN805Wa,CN805Wa,NA,Wolverine,Wolverine,F,Adult,1997/02/21,1998/06/07,NA,Censored,FADE,,,,471,,
CL-from SMcNay,CN801Wa,CN801Wa,NA,Wolverine,Wolverine,F,Adult,1996/11/30,1997/02/10,NA,Censored,FADE,,,,72,,
CL-from SMcNay,CN803Wa,CN803Wa,NA,Wolverine,Wolverine,F,Adult,1996/11/30,1996/12/22,NA,Censored,FADE,,,,22,,
CL-from SMcNay,CN044Wa,CN044Wa,NA,Wolverine,Wolverine,F,Adult,1996/11/29,2000/03/25,2000/03/25,Mortality,PRED,,,,1212,,
Carolyn Shores,35,35,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1996/10/31,2002/02/15,NA,Mortality,Not recorded,,,,1933,,
Carolyn Shores,36,36,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1996/10/31,2001/06/15,NA,Censored,Collar failure,,,,1688,,
Carolyn Shores,37,37,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1996/10/31,2000/09/15,NA,Mortality,Not recorded,,,,1415,,
Carolyn Shores,33,33,NA,Rainbows,Rainbows,F,Adult,1996/10/31,1999/03/15,NA,Mortality,Not recorded,,,,865,,
CL-from SMcNay,CN037Wa,CN037Wa,NA,Wolverine,Wolverine,F,Adult,1996/10/30,1998/03/24,NA,Censored,FADE,,,,510,,
CL-from SMcNay,CN813Wa,CN813Wa,NA,Wolverine,Wolverine,F,Adult,1996/10/30,1996/11/01,NA,Censored,FADE,,,,2,,
,53,53,NA,Wells Gray South,Wells Gray South,F,Adult,1996/09/26,2004/07/04,2004/07/14,Mortality,Unknown,,,"BM: Very likely duplicate of Heiko Wittmer's ID_1 in WGS; however, ID_1 was listed as a mortality on 2004/7/3 (11 days difference).",2838,,
,50,50,NA,Wells Gray South,Wells Gray South,F,Adult,1996/08/27,2002/04/17,NA,Censored,NA,,,BM: Duplicate of Heiko Wittmer's ID_18 in WGS,2059,,
,51,51,NA,Wells Gray South,Wells Gray South,F,Adult,1996/08/27,2001/07/28,2002/02/09,Mortality,Condition,,,"BM: Very likely duplicate of Heiko Wittmer's ID_19 in WGS; however, ID_19 was listed as a mortality on 2002/1/26 (14 days difference).",1796,,
,49,49,NA,Wells Gray South,Wells Gray South,F,Adult,1996/08/27,2000/08/15,2000/08/25,Mortality,Bear,,,BM: Duplicate of Heiko Wittmer's ID_5 in WGS,1449,,
,52,52,NA,Wells Gray South,Wells Gray South,F,Adult,1996/08/27,1997/01/29,1997/07/03,Mortality,Unknown,,,Not a duplicate of any of Heiko Wittmer's caribou.,155,,
Heard,Dianna,Dianna,NA,North Cariboo,North Cariboo,F,Adult,1996/04/22,1997/12/30,NA,Censored,collar failure,,,,617,,
Heard,Fran,Fran,NA,North Cariboo,North Cariboo,F,Adult,1996/04/21,1997/07/04,1997/07/04,Mortality,death,,,,439,,
Heard,Ethel,Ethel,NA,North Cariboo,North Cariboo,F,Adult,1996/04/21,1997/06/24,NA,Censored,collar failure,,,,429,,
BM from Heiko Wittmer,ID_26,ID_26,NA,Groundhog,Groundhog,F,Adult,1996/04/17,1996/07/10,1996/07/10,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",84,,
K. Cornhill,34,34,NA,Barkerville,Barkerville,F,Adult,1996/04/16,1999/05/20,1999/05/20,Mortality,Died giving birth,,,,1129,352630,966.109589
CL-from SMcNay,CN025Wa,CN025Wa,NA,Wolverine,Wolverine,F,Adult,1996/04/11,1999/12/29,NA,Censored,FADE,,,,1357,,
Heard,Anne,Anne,NA,North Cariboo,North Cariboo,F,Adult,1996/03/31,1996/05/02,NA,Censored,collar failure,,,,32,,
Heard,Carol,Carol,NA,North Cariboo,North Cariboo,F,Adult,1996/03/31,1996/04/24,NA,Censored,collar failure,,,,24,,
Heard,BettyA,BettyA,NA,North Cariboo,North Cariboo,F,Adult,1996/03/29,1996/04/18,NA,Censored,collar failure,,,,20,,
K. Cornhill,32,32,NA,Wells Gray North,Wells Gray North,F,Juv,1996/03/25,2005/08/01,2005/08/01,Mortality,NA,,,"Last seen March 10, 2005 dead on next flight Dec 19, 2005 // BM: Duplicate of Heiko Wittmer's ID_32 in WGN. ID_32 was listed as censored on 2004/3/20 when Heiko Wittmer's study ended.",3416,,
K. Cornhill,33,33,NA,Wells Gray North,Wells Gray North,F,Adult,1996/03/25,1996/12/03,1996/12/03,Mortality,Avalanche,,,BM: Duplicate of Heiko Wittmer's ID_33 in WGN,253,,
K. Cornhill,31,31,NA,Wells Gray North,Wells Gray North,F,Adult,1996/03/21,2006/02/06,NA,Censored,NA,,,2006-02-05 last seen // BM: Duplicate of Heiko Wittmer's ID_31 in WGN. ID_31 was listed as censored on 2004/3/20 when Heiko Wittmer's study ended.,3609,,
K. Cornhill,29,29,NA,Wells Gray North,Wells Gray North,F,Adult,1996/03/20,2003/03/01,NA,Censored,NA,,,BM: Duplicate of Heiko Wittmer's ID_29 in WGN. ID_29 was listed as censored on 2003/8/20 in Heiko Wittmer's data.,2537,,
K. Cornhill,30,30,NA,Wells Gray North,Wells Gray North,F,Adult,1996/03/20,1998/01/03,1998/01/03,Mortality,Unknown,,,"Mid point choosen // BM: Very likely duplicate of Heiko Wittmer's ID_30 in WGN; however, ID_30 was listed as a mortality on 1999/1/4 (1 day difference).",654,,
K. Cornhill,28,28,NA,Wells Gray North,Wells Gray North,F,Adult,1996/03/20,1997/03/01,1997/03/01,Mortality,Unknown,,,"mid point choosen // BM: Very likely duplicate of Heiko Wittmer's ID_28 in WGN; however, ID_28 was listed as a mortality on 1997/3/31 (30 days difference).",346,,
CL-from SMcNay,CN026Wa,CN026Wa,NA,Wolverine,Wolverine,F,Adult,1996/03/17,1999/10/10,NA,Censored,FADE,,,,1302,,
CL-from SMcNay,CN028Wa,CN028Wa,NA,Wolverine,Wolverine,M,Adult,1996/03/17,1996/12/05,NA,Censored,FADE,,,,263,,
CL-from SMcNay,CN929Wa,CN929Wa,NA,Wolverine,Wolverine,M,Adult,1996/03/17,1996/09/16,NA,Censored,UNKN,,,,183,,
CL-from SMcNay,CN927Wa,CN927Wa,NA,Wolverine,Wolverine,F,Adult,1996/03/17,1996/05/25,1996/05/25,Mortality,PRED,,,,69,,
CL-from SMcNay,CN806Wa,CN806Wa,NA,Wolverine,Wolverine,F,Adult,1996/03/16,1996/09/01,NA,Censored,FADE,,,,169,,
CL-from SMcNay,CN043Wa,CN043Wa,NA,Wolverine,Wolverine,F,Adult,1996/03/13,2004/05/22,2004/05/22,Mortality,PRED,,,,2992,,
BM from Heiko Wittmer,ID_16,ID_16,NA,Nakusp,Central Selkirks,F,Adult,1996/03/13,1999/07/26,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",1230,,
BM from Heiko Wittmer,ID_15,ID_15,NA,Nakusp,Central Selkirks,F,Adult,1996/03/13,1999/05/09,1999/05/09,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",1152,,
BM from Heiko Wittmer,ID_17,ID_17,NA,Nakusp,Central Selkirks,F,Adult,1996/03/13,1999/03/19,1999/03/19,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",1101,,
BM from Heiko Wittmer,ID_18,ID_18,NA,Nakusp,Central Selkirks,F,Adult,1996/03/13,1997/09/22,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",558,,
CL-from SMcNay,CN808Wa,CN808Wa,NA,Wolverine,Wolverine,F,Adult,1996/03/13,1996/08/14,NA,Censored,FADE,,,,154,,
CL-from SMcNay,CN809Wa,CN809Wa,NA,Wolverine,Wolverine,F,Adult,1996/03/13,1996/06/14,1996/06/14,Mortality,PRED,,,,93,,
CL-from SMcNay,CN027Wa,CN027Wa,NA,Wolverine,Wolverine,F,Adult,1996/03/07,1997/02/19,NA,Censored,FADE,,,,349,,
CL-from SMcNay,CF931Ta,CF931Ta,NA,Takla,Takla,F,Adult,1996/03/04,1998/05/29,NA,Censored,FADE,,,,816,,
CL-from SMcNay,CF240Ta,CF240Ta,NA,Takla,Takla,F,Adult,1996/03/04,1996/10/25,NA,Censored,FADE,,,,235,,
Rob S,47,47,NA,Columbia North,Columbia North,F,Adult,1996/03/03,1998/05/09,1998/05/09,Mortality,MVA,,,,797,,
Rob S,46,46,NA,Columbia North,Columbia North,F,Adult,1996/03/03,1996/07/07,1996/07/07,Mortality,Bear,,,,126,,
CL-from SMcNay,CN812Wa,CN812Wa,NA,Wolverine,Wolverine,F,Adult,1996/03/02,1996/05/24,1996/05/24,Mortality,PRED,,,,83,,
CL-from SMcNay,CN804Wa,CN804Wa,NA,Wolverine,Wolverine,F,Adult,1996/03/01,1996/12/24,NA,Censored,FADE,,,,298,,
Carolyn Shores,27,27,NA,Rainbows,Rainbows,F,Adult,1996/02/14,2003/02/15,NA,Mortality,Not recorded,,,,2558,,
Carolyn Shores,28,28,NA,Rainbows,Rainbows,F,Adult,1996/02/14,2002/06/15,NA,Mortality,Not recorded,,,,2313,,
Carolyn Shores,25,25,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1996/02/14,2002/04/15,NA,Censored,End of telemetry project,,,,2252,,
Carolyn Shores,29,29,NA,Rainbows,Rainbows,F,Adult,1996/02/14,2002/04/15,NA,Censored,End of telemetry project,,,,2252,,
Carolyn Shores,30,30,NA,Rainbows,Rainbows,F,Juv,1996/02/14,2002/04/15,NA,Censored,End of telemetry project,,,,2252,,
Carolyn Shores,32,32,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1996/02/14,1998/12/31,NA,Censored,Moved to Rainbows herd,,,"Itcha-Ilgachuz 96-99, Rainbows 99-00",1051,,
Carolyn Shores,26,26,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1996/02/14,1996/12/15,NA,Mortality,Not recorded,,,,305,,
Carolyn Shores,31,31,NA,Rainbows,Rainbows,F,Adult,1996/02/14,1996/08/15,NA,Censored,Collar failure,,,,183,,
Heard,BettyB,BettyB,NA,North Cariboo,North Cariboo,F,Adult,1996/01/24,1997/11/19,NA,Censored,lost contact,,,,665,,
CL-from SMcNay,CF310Ta,CF310Ta,NA,Takla,Takla,F,Adult,1996/01/18,1998/05/29,NA,Censored,FADE,,,,862,,
CL-from SMcNay,CF800Ta,CF800Ta,NA,Takla,Takla,F,Adult,1996/01/18,1998/05/29,NA,Censored,FADE,,,,862,,
CL-from SMcNay,CF830Ta,CF830Ta,NA,Takla,Takla,F,Adult,1996/01/18,1997/12/29,NA,Censored,FADE,,,,711,,
CL-from SMcNay,CF220Ta,CF220Ta,NA,Takla,Takla,F,Adult,1996/01/18,1997/05/21,NA,Censored,FADE,,,,489,,
CL-from SMcNay,CF331Ta,CF331Ta,NA,Takla,Takla,F,Adult,1996/01/18,1997/05/21,NA,Censored,FADE,,,,489,,
CL-from SMcNay,CF870Ta,CF870Ta,NA,Takla,Takla,F,Adult,1996/01/18,1996/09/10,NA,Censored,FADE,,,,236,,
CL-from SMcNay,CF810Ta,CF810Ta,NA,Takla,Takla,F,Adult,1996/01/18,1996/07/11,NA,Censored,FADE,,,,175,,
Carolyn Shores,9,9,NA,Rainbows,Rainbows,F,Adult,1996/01/01,2002/06/15,NA,Mortality,Not recorded,,,"Itcha-Ilgachuz 95-96, Rainbows 96-00",2357,,
CL-from SMcNay,CN033Wa,CN033Wa,NA,Wolverine,Wolverine,F,Adult,1995/11/10,2005/02/06,2005/02/06,Mortality,ACCI,,,,3376,,
CL-from SMcNay,CN035Wa,CN035Wa,NA,Wolverine,Wolverine,F,Adult,1995/11/10,1999/02/04,NA,Censored,FADE,,,,1182,,
CL-from SMcNay,CN034Wa,CN034Wa,NA,Wolverine,Wolverine,F,Adult,1995/11/10,1998/02/19,1998/02/19,Mortality,PRED,,,,832,,
CL-from SMcNay,CN926Wa,CN926Wa,NA,Wolverine,Wolverine,F,Adult,1995/11/10,1996/05/16,1996/05/16,Mortality,PRED,,,,188,,
CL-from SMcNay,CN931Wa,CN931Wa,NA,Wolverine,Wolverine,M,Adult,1995/11/10,1996/01/02,1996/01/02,Mortality,ACCI,,,,53,,
CL-from SMcNay,CN928Wa,CN928Wa,NA,Wolverine,Wolverine,M,Adult,1995/11/10,1995/12/30,NA,Censored,FADE,,,,50,,
Carolyn Shores,17,17,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/11/03,2002/04/15,NA,Censored,End of telemetry project,,,,2355,,
Carolyn Shores,21,21,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/11/03,2002/04/15,NA,Censored,End of telemetry project,,,,2355,,
Carolyn Shores,22,22,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/11/03,2001/05/15,NA,Mortality,Not recorded,,,,2020,,
Carolyn Shores,20,20,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/11/03,1999/09/15,NA,Mortality,Not recorded,,,,1412,,
Carolyn Shores,23,23,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/11/03,1996/06/15,NA,Mortality,Not recorded,,,,225,,
Carolyn Shores,18,18,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/11/03,1996/05/15,NA,Mortality,Not recorded,,,,194,,
Carolyn Shores,10,10,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/10/24,2002/04/15,NA,Censored,End of telemetry project,,,,2365,,
Carolyn Shores,12,12,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/10/24,2002/04/15,NA,Censored,End of telemetry project,,,,2365,,
Carolyn Shores,11,11,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/10/24,1998/12/15,NA,Mortality,Not recorded,,,,1148,,
Carolyn Shores,8,8,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/10/24,1998/04/15,NA,Mortality,Not recorded,,,,904,,
Carolyn Shores,13,13,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/10/24,1996/12/15,NA,Mortality,Not recorded,,,,418,,
Carolyn Shores,15,15,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/10/24,1996/12/15,NA,Mortality,Not recorded,,,,418,,
Carolyn Shores,9,9,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/10/24,1995/12/31,NA,Censored,Moved to Rainbows herd,,,"Itcha-Ilgachuz 95-96, Rainbows 96-00",68,,
Carolyn Shores,3,3,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/10/23,2002/04/15,NA,Censored,End of telemetry project,,,,2366,,
Carolyn Shores,6,6,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/10/23,2002/04/15,NA,Censored,End of telemetry project,,,,2366,,
Carolyn Shores,7,7,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/10/23,2002/04/15,NA,Censored,End of telemetry project,,,,2366,,
Carolyn Shores,4,4,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/10/23,1998/09/15,NA,Mortality,Not recorded,,,,1058,,
Carolyn Shores,5,5,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/10/23,1997/03/15,NA,Mortality,Not recorded,,,,509,,
Carolyn Shores,1,1,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/10/19,2002/02/15,NA,Mortality,Not recorded,,,,2311,,
Carolyn Shores,2,2,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,1995/10/19,1999/05/15,NA,Mortality,Not recorded,,,,1304,,
BM from Heiko Wittmer,ID_6,ID_6,NA,Nakusp,Central Selkirks,F,Adult,1995/04/12,2001/01/08,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",2098,,
